Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
11:23:44,2022-07-10,7758268667,6000485397,9305.72,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:23:45,2022-07-10,2550540287,5429542073,3468.06,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:23:45,2022-07-10,3168051873,6160971830,5856.33,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:23:45,2022-07-10,8723479480,4075469126,2213.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:23:48,2022-07-10,2293206956,1928158606,3418.37,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:23:50,2022-07-10,7860334742,960080488,3994.64,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
11:23:50,2022-07-10,553769606,9020866719,2767.73,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:23:50,2022-07-10,6476703638,6932637269,9005.41,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:23:54,2022-07-10,853324983,8687258534,4882.47,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
11:23:58,2022-07-10,2365007895,8015553278,6915.95,UK pounds,Moroccan dirham,UK,UK,Cheque,0,Normal_Fan_Out
11:23:59,2022-07-10,2595228252,5475645880,896.81,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:24:06,2022-07-10,2470596478,7013250027,5601.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:24:09,2022-07-10,8487080282,5708936901,5793.8,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:24:09,2022-07-10,3985941315,9187254272,121.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:24:10,2022-07-10,4678874499,3220735304,9750.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:24:11,2022-07-10,3452368468,5517479211,13529.2,UK pounds,Moroccan dirham,UK,UK,ACH,0,Normal_Fan_Out
11:24:13,2022-07-10,4325749007,6016364895,4967.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:24:15,2022-07-10,6562248766,6444220418,20038.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:24:18,2022-07-10,5269615347,5585788028,4208.94,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:24:18,2022-07-10,5520808053,1377603863,8937.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:24:22,2022-07-10,1958294737,1493436023,7676.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:24:26,2022-07-10,2806740273,6829585528,17548.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:24:30,2022-07-10,5773237167,2377605575,692.88,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:24:33,2022-07-10,8121014003,1316458123,6412.57,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
11:24:34,2022-07-10,1404601227,9383279530,2640.24,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:24:36,2022-07-10,7897042353,393778790,4261.97,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Foward
11:24:36,2022-07-10,7862822926,8189670742,9244.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:24:38,2022-07-10,3523180313,2886347067,4734.61,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:24:41,2022-07-10,4420291115,6586021733,171.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:24:43,2022-07-10,5536806270,4798130884,953.71,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:24:48,2022-07-10,1419661241,409707192,15622.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:24:49,2022-07-10,3255044891,9023303777,782.24,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Small_Fan_Out
11:24:50,2022-07-10,5333549678,7160736915,13389.43,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:24:50,2022-07-10,6904668523,3087234008,4959.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:24:58,2022-07-10,9075353483,1184309847,4746.1,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:24:59,2022-07-10,3262475851,5228043856,76.89,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:24:59,2022-07-10,804196431,5206282034,2777.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:25:00,2022-07-10,4044517635,5608196035,13783.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:25:03,2022-07-10,9368669603,3200758318,517.36,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:25:08,2022-07-10,7576934528,4938894139,351.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:25:08,2022-07-10,1551228889,9105769228,5897.23,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:25:13,2022-07-10,9534729015,8091763232,5959.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:25:15,2022-07-10,3030213922,1377603863,7171.3,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:25:16,2022-07-10,671335523,2962433233,2454.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:25:18,2022-07-10,8456279067,1194597483,9307.22,UK pounds,Albanian lek,UK,UK,ACH,0,Normal_Fan_Out
11:25:18,2022-07-10,2966469026,2398834865,760.47,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:25:19,2022-07-10,814398102,6144510455,1811.33,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:25:22,2022-07-10,8474309857,9128833874,966.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:25:30,2022-07-10,6456964355,6646502650,5664.27,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
11:25:34,2022-07-10,8588054322,3855446173,451.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:25:36,2022-07-10,8268435765,1465487567,28965.35,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:25:36,2022-07-10,6742623852,551907699,8623.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
11:25:37,2022-07-10,8149641598,4088358193,2188.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Plus_Mutual
11:25:42,2022-07-10,7184500613,6852801514,4499.97,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:25:46,2022-07-10,7814060053,6444220418,9501.48,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:25:56,2022-07-10,3614082527,3833545196,15340.28,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:25:57,2022-07-10,6591575750,848260779,10604.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:25:57,2022-07-10,2563576645,3677805310,14041.97,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:26:05,2022-07-10,675669049,9462027504,9719,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:26:05,2022-07-10,8019506199,8838875420,3607.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:26:06,2022-07-10,8815281448,1418836768,7617.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:26:08,2022-07-10,2032861182,1309453058,8708.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:26:09,2022-07-10,4121324384,8777101435,18469.73,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_Out
11:26:09,2022-07-10,9534729015,6566600689,20574.18,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:26:14,2022-07-10,6904668523,9440622206,7650.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:26:15,2022-07-10,8903537997,3104409213,17709.4,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:26:16,2022-07-10,6205807605,206717570,6878.71,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:26:16,2022-07-10,6518030994,5003020706,286.69,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:26:18,2022-07-10,6630041445,1316458123,12910.74,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
11:26:19,2022-07-10,712466523,8518184956,7513.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:26:19,2022-07-10,3556772030,409707192,8647.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:26:20,2022-07-10,5623172625,2900009696,3055.28,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:26:24,2022-07-10,2020708263,409707192,6355.03,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:26:25,2022-07-10,6086421020,6624920676,6259.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:26:25,2022-07-10,7501327339,1073749339,15856.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:26:28,2022-07-10,728900305,9677012133,133287.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
11:26:28,2022-07-10,6808288746,979251512,3698.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:26:28,2022-07-10,8384366919,6764368893,778.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:26:30,2022-07-10,6541552727,7752965423,11238.42,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:26:30,2022-07-10,3872905862,9076373256,10144.01,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:26:32,2022-07-10,9828143010,5628674969,8341.08,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:26:32,2022-07-10,4055341799,6435257316,621.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:26:34,2022-07-10,2448237201,5571403856,500.83,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:26:37,2022-07-10,6949764034,1612314007,14556.67,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
11:26:38,2022-07-10,6421474785,7199625988,10797.35,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:26:41,2022-07-10,7501327339,6357364082,5653.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:26:44,2022-07-10,3741000234,1377603863,22044.35,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:26:47,2022-07-10,6129524035,3733600285,1490.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:26:48,2022-07-10,883898143,2477907704,4355.57,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:26:55,2022-07-10,3915529544,4115065228,2119.84,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:26:58,2022-07-10,2921941084,8782918179,5979.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:26:58,2022-07-10,4150879707,409707192,10715.77,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:27:02,2022-07-10,7758268667,1709703404,5484.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:27:02,2022-07-10,8273126721,409707192,6065.58,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:27:05,2022-07-10,8413737228,4818981805,6771.02,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:27:07,2022-07-10,8203229522,7963107269,8527.87,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:27:11,2022-07-10,4995379766,1431561040,5973.3,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:27:15,2022-07-10,1304411851,5708936901,10510.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:27:16,2022-07-10,4121324384,114960068,8552.05,Euro,Dirham,Spain,UAE,Cross-border,0,Normal_Fan_Out
11:27:17,2022-07-10,3563438570,5644680287,482.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:27:17,2022-07-10,6057444675,7534790776,5542.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:27:18,2022-07-10,1008340236,2437535257,2028.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:27:19,2022-07-10,6083553514,4400610505,5512.68,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:27:21,2022-07-10,3221380947,7516271485,1503.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:27:24,2022-07-10,6431038386,4336977506,12634.95,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:27:27,2022-07-10,5045265825,7871246050,14246.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:27:29,2022-07-10,6904668523,1546051426,5641.75,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:27:30,2022-07-10,8805937509,3605646126,1256.06,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:27:30,2022-07-10,8353784441,8032454675,2168.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:27:31,2022-07-10,1832920542,5053780136,1348.6,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:27:33,2022-07-10,1690402085,6966828816,1402.83,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:27:34,2022-07-10,708532822,717744113,5127.33,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:27:38,2022-07-10,8883997544,1465487567,8445.54,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:27:38,2022-07-10,1074859180,5363117119,17324.6,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:27:40,2022-07-10,9535123317,8706601992,10604.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:27:43,2022-07-10,6577066451,4143157809,5360.63,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
11:27:47,2022-07-10,6976962403,3008027775,519.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:27:49,2022-07-10,5534307473,409707192,5501.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:27:58,2022-07-10,1226944129,2534644942,13085.62,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
11:27:59,2022-07-10,4121324384,3405158611,6494.05,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_Out
11:28:02,2022-07-10,1074859180,5363117119,17349.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:28:11,2022-07-10,6086421020,1695365423,6503.58,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:28:15,2022-07-10,6760427237,7080357663,6879.86,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:28:16,2022-07-10,1730350525,4336977506,7219.86,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:28:18,2022-07-10,4684563438,1320927231,9681.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:28:18,2022-07-10,637906602,5785452477,473.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:28:19,2022-07-10,3452368468,4833559204,10293.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:28:20,2022-07-10,8047909179,2584568182,2753.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
11:28:20,2022-07-10,3030213922,1377603863,7090.59,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:28:20,2022-07-10,5571652530,5466123934,5646.55,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:28:21,2022-07-10,8566764671,3154451638,1360.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:28:22,2022-07-10,2138042075,8134019453,146.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:28:23,2022-07-10,8389148416,7489694854,23159.96,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_Out
11:28:23,2022-07-10,7037591332,7199625988,5959.93,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:28:29,2022-07-10,8125949604,6180364664,7546.5,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:28:31,2022-07-10,5691675777,6615179883,16605.72,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
11:28:38,2022-07-10,8112335922,3748279258,4509.96,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:28:38,2022-07-10,6852182033,3203801265,155.02,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:28:41,2022-07-10,9608035827,9753557589,618.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:28:41,2022-07-10,2497848161,2451278156,321.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
11:28:42,2022-07-10,9588577727,3220735304,8076.14,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:28:43,2022-07-10,4150879707,409707192,10634.1,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:28:48,2022-07-10,2054223834,6034997194,5087.78,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:28:51,2022-07-10,5264015348,6646502650,8535.66,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
11:28:55,2022-07-10,1803547457,9941300304,21006.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:28:56,2022-07-10,6810330634,9706779146,12853.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:28:56,2022-07-10,9551582617,88079829,1567.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:28:59,2022-07-10,7744210851,8203619517,2058.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:29:01,2022-07-10,5588112676,669525031,14097.79,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:29:01,2022-07-10,2188890133,3256886500,2326.79,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:29:04,2022-07-10,9599009457,8900742620,6214.34,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
11:29:04,2022-07-10,149919846,8933985194,4297.71,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:29:05,2022-07-10,6117648350,8867663323,995.39,Turkish lira,UK pounds,Turkey,UK,Cross-border,0,Normal_Small_Fan_Out
11:29:05,2022-07-10,2077316155,6035562025,1850.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:29:06,2022-07-10,6086421020,7909637145,5813.31,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:29:09,2022-07-10,1423145503,6959783468,135.76,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:29:09,2022-07-10,7367118749,9296687933,1428.6,Yen,UK pounds,Japan,UK,Cross-border,0,Normal_Small_Fan_Out
11:29:09,2022-07-10,3098347292,4475817950,1016.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:29:10,2022-07-10,7178787182,7033361188,2260.51,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:29:12,2022-07-10,4028253688,8527745568,10465.13,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:29:13,2022-07-10,3952347143,7892884492,8773.04,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
11:29:16,2022-07-10,1128073435,8973155008,2260.22,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:29:18,2022-07-10,8253667499,6401860693,7746.73,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:29:20,2022-07-10,1517051598,2248657279,1527.58,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:29:22,2022-07-10,8572039029,1431561040,10280.08,Euro,UK pounds,France,UK,Cross-border,0,Normal_Fan_In
11:29:24,2022-07-10,154398482,8673917867,5038.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:29:32,2022-07-10,5931838828,8407065812,16195.44,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Periodical
11:29:34,2022-07-10,7758268667,9609750441,16625.96,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_Out
11:29:36,2022-07-10,2020708263,409707192,6333.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:29:41,2022-07-10,9534729015,7689295746,5378.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:29:45,2022-07-10,7634512819,1431561040,16490.24,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:29:47,2022-07-10,4121324384,114960068,8567.2,Euro,Dirham,Spain,UAE,Cross-border,0,Normal_Fan_Out
11:29:52,2022-07-10,2736512144,5896180453,10569.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:29:53,2022-07-10,1075923045,9249336869,2958.27,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:29:54,2022-07-10,5263982631,7080357663,27378.48,Yen,UK pounds,Japan,UK,Cross-border,0,Normal_Fan_In
11:29:57,2022-07-10,6135642625,156476808,4218.64,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:29:57,2022-07-10,3520608804,5469557323,1568.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:30:02,2022-07-10,7322845704,2692434781,2629.03,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:30:04,2022-07-10,7146822509,65205551,148.65,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:30:05,2022-07-10,4758294964,8172080174,21063.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:30:06,2022-07-10,6904668523,1378700258,15248.59,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:30:10,2022-07-10,8389148416,3487686607,8413.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:30:12,2022-07-10,7758268667,9940921949,9142.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:30:16,2022-07-10,6904668523,3087234008,5050.9,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:30:17,2022-07-10,9229940625,8518184956,8924.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:30:24,2022-07-10,9553458659,4559361467,133.94,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:30:26,2022-07-10,9017429976,1241856377,3794.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:30:34,2022-07-10,2466056232,8352571580,14860.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:30:35,2022-07-10,3254068363,8246415425,1329.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:30:38,2022-07-10,3544556379,2806740273,6861.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
11:30:39,2022-07-10,4960458318,599606329,2904.2,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:30:42,2022-07-10,7215321471,271164597,1130.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:30:43,2022-07-10,8456279067,2341493832,7852.82,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:30:43,2022-07-10,1030692910,4662117326,47306.32,Pakistani rupee,UK pounds,Pakistan,UK,Cross-border,0,Normal_Small_Fan_Out
11:30:44,2022-07-10,2470596478,8124790867,968.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:30:44,2022-07-10,8899744848,4852416524,195.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:30:44,2022-07-10,7673084360,6444220418,9801.77,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:30:46,2022-07-10,675669049,9462027504,9736.08,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:30:51,2022-07-10,5802257583,5466123934,7741.41,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:30:52,2022-07-10,7669236826,2685958910,4589.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:30:53,2022-07-10,327609046,6223365730,24885.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:30:53,2022-07-10,3325888911,4494252192,5827.84,UK pounds,Indian rupee,UK,India,Cross-border,0,Normal_Small_Fan_Out
11:30:53,2022-07-10,3306225869,3938282574,2441.55,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
11:30:53,2022-07-10,5503043137,8498645435,12565.72,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
11:31:00,2022-07-10,9332578322,1585147590,154.16,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:31:01,2022-07-10,5118433753,7391734039,1575.15,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:31:06,2022-07-10,8212330109,2534644942,5399.53,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
11:31:11,2022-07-10,7466302779,5103043844,12215.92,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
11:31:14,2022-07-10,3688525533,8678802420,22234.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:31:16,2022-07-10,9490679180,5103043844,6712.96,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_In
11:31:16,2022-07-10,9534729015,8091763232,5898.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:31:17,2022-07-10,4188631133,4903447200,3185.52,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:31:20,2022-07-10,4977123092,6636084525,4161.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
11:31:21,2022-07-10,5424728274,4336977506,5171.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:31:23,2022-07-10,2170161481,764476155,6124.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Foward
